symbol,yahoo_symbol,name,series,isin,listed_on
SIS,SIS.NS,SIS LIMITED,EQ,INE285J01028,10-AUG-2017
SITINET,SITINET.NS,Siti Networks Limited,BZ,INE965H01011,10-JAN-2007
SIYSIL,SIYSIL.NS,Siyaram Silk Mills Limited,EQ,INE076B01028,29-JAN-2007
SJS,SJS.NS,S.J.S. Enterprises Limited,EQ,INE284S01014,15-NOV-2021
SJVN,SJVN.NS,SJVN Limited,EQ,INE002L01015,20-MAY-2010
SKFINDIA,SKFINDIA.NS,SKF India Limited,EQ,INE640A01023,27-JAN-1999
SKFINDUS,SKFINDUS.NS,SKF India (Industrial) Limited,EQ,INE2J8701016,05-DEC-2025
SKIPPER,SKIPPER.NS,Skipper Limited,EQ,INE439E01022,27-MAY-2015
SKMEGGPROD,SKMEGGPROD.NS,SKM Egg Products Export (India) Limited,EQ,INE411D01023,14-MAR-1997
SKYGOLD,SKYGOLD.NS,SKY GOLD AND DIAMONDS LIMITED,EQ,INE01IU01018,06-JAN-2023
SMARTLINK,SMARTLINK.NS,Smartlink Holdings Limited,EQ,INE178C01020,11-APR-2001
SMARTWORKS,SMARTWORKS.NS,Smartworks Coworking Spaces Limited,EQ,INE0NAZ01010,17-JUL-2025
SMCGLOBAL,SMCGLOBAL.NS,SMC Global Securities Limited,EQ,INE103C01036,24-FEB-2021
SMLMAH,SMLMAH.NS,SML Mahindra Limited,EQ,INE294B01019,29-AUG-2003
SMLT,SMLT.NS,Sarthak Metals Limited,EQ,INE017W01010,25-NOV-2021
SMSPHARMA,SMSPHARMA.NS,SMS Pharmaceuticals Limited,EQ,INE812G01025,28-FEB-2007
SNOWMAN,SNOWMAN.NS,Snowman Logistics Limited,EQ,INE734N01019,12-SEP-2014
SOBHA,SOBHA.NS,Sobha Limited,EQ,INE671H01015,20-DEC-2006
SOFTTECH,SOFTTECH.NS,Softtech Engineers Limited,BE,INE728Z01015,25-FEB-2022
SOLARA,SOLARA.NS,Solara Active Pharma Sciences Limited,EQ,INE624Z01016,27-JUN-2018
SOLARINDS,SOLARINDS.NS,Solar Industries India Limited,EQ,INE343H01029,03-APR-2006
SOLARWORLD,SOLARWORLD.NS,Solarworld Energy Solutions Limited,EQ,INE0TY101024,30-SEP-2025
SOLEX,SOLEX.NS,Solex Energy Limited,EQ,INE880Y01017,08-OCT-2025
SOMANYCERA,SOMANYCERA.NS,Somany Ceramics Limited,EQ,INE355A01028,22-NOV-1995
SOMATEX,SOMATEX.NS,Soma Textiles & Industries Limited,EQ,INE314C01013,14-AUG-1996
SOMICONVEY,SOMICONVEY.NS,Somi Conveyor Beltings Limited,EQ,INE323J01019,18-JUL-2016
SONACOMS,SONACOMS.NS,Sona BLW Precision Forgings Limited,EQ,INE073K01018,24-JUN-2021
SONAL,SONAL.NS,Sonal Mercantile Limited,EQ,INE321M01017,20-APR-2026
SONAMLTD,SONAMLTD.NS,SONAM LIMITED,EQ,INE00LM01029,07-APR-2022
SONATSOFTW,SONATSOFTW.NS,Sonata Software Limited,EQ,INE269A01021,28-JUL-1999
SOTL,SOTL.NS,Savita Oil Technologies Limited,EQ,INE035D01020,28-JUN-1995
SOUTHBANK,SOUTHBANK.NS,The South Indian Bank Limited,EQ,INE683A01023,08-DEC-1998
SOUTHWEST,SOUTHWEST.NS,South West Pinnacle Exploration Limited,EQ,INE980Y01015,18-APR-2019
SPAL,SPAL.NS,S. P. Apparels Limited,EQ,INE212I01016,12-AUG-2016
SPANDANA,SPANDANA.NS,Spandana Sphoorty Financial Limited,EQ,INE572J01011,19-AUG-2019
SPARC,SPARC.NS,Sun Pharma Advanced Research Company Limited,EQ,INE232I01014,18-JUL-2007
SPCENET,SPCENET.NS,Spacenet Enterprises India Limited,EQ,INE970N01027,10-JAN-2017
SPECIALITY,SPECIALITY.NS,Speciality Restaurants Limited,EQ,INE247M01014,30-MAY-2012
SPECTRUM,SPECTRUM.NS,Spectrum Electrical Industries Limited,EQ,INE01EO01010,28-MAR-2025
SPENCERS,SPENCERS.NS,Spencer's Retail Limited,EQ,INE020801028,25-JAN-2019
SPIC,SPIC.NS,Southern Petrochemicals Industries Corporation  Limited,EQ,INE147A01011,10-JAN-1996
SPLIL,SPLIL.NS,SPL Industries Limited,EQ,INE978G01016,26-JUL-2005
SPLPETRO,SPLPETRO.NS,Supreme Petrochem Limited,EQ,INE663A01033,24-MAY-2022
SPMLINFRA,SPMLINFRA.NS,SPML Infra Limited,EQ,INE937A01023,14-FEB-1996
SPORTKING,SPORTKING.NS,Sportking India Limited,EQ,INE885H01029,24-AUG-2022
SRD,SRD.NS,Shankar Lal Rampal Dye-Chem Limited,EQ,INE01NE01012,09-OCT-2024
SREEL,SREEL.NS,Sreeleathers Limited,EQ,INE099F01013,01-JAN-2014
SRF,SRF.NS,SRF Limited,EQ,INE647A01010,18-AUG-2003
SRGHFL,SRGHFL.NS,SRG Housing Finance Limited,EQ,INE559N01010,21-AUG-2023
SRHHYPOLTD,SRHHYPOLTD.NS,Sree Rayalaseema Hi-Strength Hypo Limited,EQ,INE917H01012,08-MAY-2007
SRM,SRM.NS,SRM Contractors Limited,EQ,INE0R6Z01013,03-APR-2024
SRTL,SRTL.NS,Shree Ram Twistex Limited,EQ,INE19GK01015,02-MAR-2026
SSDL,SSDL.NS,Saraswati Saree Depot Limited,EQ,INE0PQ101010,20-AUG-2024
SSWL,SSWL.NS,Steel Strips Wheels Limited,EQ,INE802C01033,06-JUN-2005
STALLION,STALLION.NS,Stallion India Fluorochemicals Limited,EQ,INE0RYC01010,23-JAN-2025
STANLEY,STANLEY.NS,Stanley Lifestyles Limited,EQ,INE01A001028,28-JUN-2024
STAR,STAR.NS,Strides Pharma Science Limited,EQ,INE939A01011,02-FEB-2000
STARCEMENT,STARCEMENT.NS,Star Cement Limited,EQ,INE460H01021,16-JUN-2017
STARHEALTH,STARHEALTH.NS,Star Health and Allied Insurance Company Limited,EQ,INE575P01011,10-DEC-2021
STARPAPER,STARPAPER.NS,Star Paper Mills Limited,EQ,INE733A01018,13-SEP-1995
STARTECK,STARTECK.NS,Starteck Finance Limited,EQ,INE992I01013,04-MAY-2022
STCINDIA,STCINDIA.NS,The State Trading Corporation of India Limited,EQ,INE655A01013,01-APR-2003
STEELCAS,STEELCAS.NS,Steelcast Limited,EQ,INE124E01038,23-NOV-2021
STEELCITY,STEELCITY.NS,Steel City Securities Limited,EQ,INE395H01011,27-JUN-2019
STEELXIND,STEELXIND.NS,STEEL EXCHANGE INDIA LIMITED,EQ,INE503B01021,20-JUL-2017
STEL,STEL.NS,Stel Holdings Limited,EQ,INE577L01016,09-FEB-2011
STERTOOLS,STERTOOLS.NS,Sterling Tools Limited,EQ,INE334A01023,02-FEB-2006
STLNETWORK,STLNETWORK.NS,STL Networks Limited,EQ,INE1VXE01018,04-SEP-2025
STLTECH,STLTECH.NS,Sterlite Technologies Limited,EQ,INE089C01029,08-DEC-2000
STOVEKRAFT,STOVEKRAFT.NS,Stove Kraft Limited,EQ,INE00IN01015,05-FEB-2021
STUDDS,STUDDS.NS,Studds Accessories Limited,EQ,INE00Q601028,07-NOV-2025
STYL,STYL.NS,Seshaasai Technologies Limited,EQ,INE04VU01023,30-SEP-2025
STYLAMIND,STYLAMIND.NS,Stylam Industries Limited,EQ,INE239C01020,02-AUG-2021
STYLEBAAZA,STYLEBAAZA.NS,Baazar Style Retail Limited,EQ,INE01FR01028,06-SEP-2024
STYRENIX,STYRENIX.NS,Styrenix Performance Materials Limited,EQ,INE189B01011,29-MAR-1995
SUBEXLTD,SUBEXLTD.NS,Subex Limited,EQ,INE754A01055,05-NOV-2020
SUBROS,SUBROS.NS,Subros Limited,EQ,INE287B01021,13-JUL-2005
SUDARCOLOR,SUDARCOLOR.NS,Sudarshan Colorants India Limited,EQ,INE492A01029,14-JUN-1995
SUDARSCHEM,SUDARSCHEM.NS,Sudarshan Chemical Industries Limited,EQ,INE659A01023,25-MAY-1995
SUDEEPPHRM,SUDEEPPHRM.NS,Sudeep Pharma Limited,EQ,INE0QPI01025,28-NOV-2025
SUKHJITS,SUKHJITS.NS,Sukhjit Starch & Chemicals Limited,EQ,INE450E01029,07-NOV-2022
SULA,SULA.NS,Sula Vineyards Limited,EQ,INE142Q01026,22-DEC-2022
SUMEETINDS,SUMEETINDS.NS,Sumeet Industries Limited,EQ,INE235C01036,10-DEC-2010
SUMICHEM,SUMICHEM.NS,Sumitomo Chemical India Limited,EQ,INE258G01013,27-JAN-2020
SUMIT,SUMIT.NS,Sumit Woods Limited,BE,INE748Z01013,30-JUL-2019
SUMMITSEC,SUMMITSEC.NS,Summit Securities Limited,EQ,INE519C01017,28-JAN-2011
SUNCLAY,SUNCLAY.NS,Sundaram Clayton Limited,EQ,INE0Q3R01026,29-DEC-2023
SUNDARAM,SUNDARAM.NS,Sundaram Multi Pap Limited,EQ,INE108E01023,02-JUN-2010
SUNDARMFIN,SUNDARMFIN.NS,Sundaram Finance Limited,EQ,INE660A01013,07-JAN-1998
SUNDRMBRAK,SUNDRMBRAK.NS,Sundaram Brake Linings Limited,EQ,INE073D01013,17-JUL-1996
SUNDRMFAST,SUNDRMFAST.NS,Sundram Fasteners Limited,EQ,INE387A01021,07-JUN-2000
SUNDROP,SUNDROP.NS,Sundrop Brands Limited,EQ,INE209A01019,06-DEC-2002
SUNFLAG,SUNFLAG.NS,Sunflag Iron And Steel Company Limited,EQ,INE947A01014,29-SEP-2005
SUNPHARMA,SUNPHARMA.NS,Sun Pharmaceutical Industries Limited,EQ,INE044A01036,08-FEB-1995
SUNTECK,SUNTECK.NS,Sunteck Realty Limited,EQ,INE805D01034,13-NOV-2009
SUNTV,SUNTV.NS,Sun TV Network Limited,EQ,INE424H01027,24-APR-2006
SUPERHOUSE,SUPERHOUSE.NS,Superhouse Limited,EQ,INE712B01010,26-SEP-2014
SUPERSPIN,SUPERSPIN.NS,Super Spinning Mills Limited,EQ,INE662A01027,08-JUL-2004
SUPRAJIT,SUPRAJIT.NS,Suprajit Engineering Limited,EQ,INE399C01030,18-FEB-2005
SUPREME,SUPREME.NS,Supreme Holdings & Hospitality (India) Limited,EQ,INE822E01011,03-FEB-2025
SUPREMEENG,SUPREMEENG.NS,Supreme Engineering Limited,BZ,INE319Z01021,04-DEC-2020
SUPREMEIND,SUPREMEIND.NS,Supreme Industries Limited,EQ,INE195A01028,19-JUL-1995
SUPREMEINF,SUPREMEINF.NS,Supreme Infrastructure India Limited,BZ,INE550H01011,18-OCT-2007
SUPRIYA,SUPRIYA.NS,Supriya Lifescience Limited,EQ,INE07RO01027,28-DEC-2021
SURAJEST,SURAJEST.NS,Suraj Estate Developers Limited,EQ,INE843S01025,26-DEC-2023
SURAJLTD,SURAJLTD.NS,Suraj Limited,EQ,INE713C01016,29-AUG-2024
SURAKSHA,SURAKSHA.NS,Suraksha Diagnostic Limited,EQ,INE877V01027,06-DEC-2024
SURANASOL,SURANASOL.NS,Surana Solar Limited,EQ,INE272L01022,07-JAN-2011
SURANAT&P,SURANAT&P.NS,Surana Telecom and Power Limited,EQ,INE130B01031,22-MAY-2002
SURYALA,SURYALA.NS,Suryalata Spinning Mills Limited,EQ,INE132C01027,20-APR-2026
SURYALAXMI,SURYALAXMI.NS,Suryalakshmi Cotton Mills Limited,EQ,INE713B01026,15-JUN-2005
SURYAROSNI,SURYAROSNI.NS,Surya Roshni Limited,EQ,INE335A01020,10-MAY-1995
SURYODAY,SURYODAY.NS,Suryoday Small Finance Bank Limited,EQ,INE428Q01011,26-MAR-2021
SUTLEJTEX,SUTLEJTEX.NS,Sutlej Textiles and Industries Limited,EQ,INE645H01027,14-DEC-2006
SUVEN,SUVEN.NS,Suven Life Sciences Limited,EQ,INE495B01038,23-OCT-2003
SUVIDHAA,SUVIDHAA.NS,Suvidhaa Infoserve Limited,BE,INE018401013,31-MAR-2021
SUYOG,SUYOG.NS,Suyog Telematics Limited,EQ,INE442P01014,20-AUG-2024
SUZLON,SUZLON.NS,Suzlon Energy Limited,EQ,INE040H01021,19-OCT-2005
SVLL,SVLL.NS,Shree Vasu Logistics Limited,EQ,INE00CE01017,21-APR-2023
SVPGLOB,SVPGLOB.NS,SVP GLOBAL TEXTILES LIMITED,EQ,INE308E01029,14-JUL-2021
SWANCORP,SWANCORP.NS,SWAN CORP LIMITED,EQ,INE665A01038,29-MAY-2012
SWANDEF,SWANDEF.NS,Swan Defence and Heavy Industries Limited,BE,INE542F01020,20-JAN-2025
SWARAJENG,SWARAJENG.NS,Swaraj Engines Limited,EQ,INE277A01016,06-DEC-1995
SWELECTES,SWELECTES.NS,Swelect Energy Systems Limited,EQ,INE409B01013,09-MAY-2006
SWIGGY,SWIGGY.NS,Swiggy Limited,EQ,INE00H001014,13-NOV-2024
SWSOLAR,SWSOLAR.NS,Sterling and Wilson Renewable Energy Limited,EQ,INE00M201021,20-AUG-2019
SYMPHONY,SYMPHONY.NS,Symphony Limited,EQ,INE225D01027,15-JUN-2011
SYNCOMF,SYNCOMF.NS,Syncom Formulations (India) Limited,EQ,INE312C01025,18-NOV-2022
SYNGENE,SYNGENE.NS,Syngene International Limited,EQ,INE398R01022,11-AUG-2015
SYRMA,SYRMA.NS,Syrma SGS Technology Limited,EQ,INE0DYJ01015,26-AUG-2022
SYSTMTXC,SYSTMTXC.NS,Systematix Corporate Services Limited,EQ,INE356B01024,06-OCT-2025
TAALTECH,TAALTECH.NS,Taal Tech Limited,EQ,INE524T01011,20-APR-2026
TAINWALCHM,TAINWALCHM.NS,Tainwala Chemical and Plastic (I) Limited,EQ,INE123C01018,27-JUL-1995
TAJGVK,TAJGVK.NS,Taj GVK Hotels & Resorts Limited,EQ,INE586B01026,20-DEC-2000
TAKE,TAKE.NS,Take Solutions Limited,BE,INE142I01023,27-AUG-2007
TALBROAUTO,TALBROAUTO.NS,Talbros Automotive Components Limited,EQ,INE187D01029,29-SEP-2006
TAMBOLIIN,TAMBOLIIN.NS,Tamboli Industries Limited,EQ,INE864J01012,20-APR-2026
TANLA,TANLA.NS,Tanla Platforms Limited,EQ,INE483C01032,05-JAN-2007
TARACHAND,TARACHAND.NS,Tara Chand InfraLogistic Solutions Limited,EQ,INE555Z01020,16-APR-2024
TARAPUR,TARAPUR.NS,Tarapur Transformers Limited,EQ,INE747K01017,18-MAY-2010
TARC,TARC.NS,TARC Limited,EQ,INE0EK901012,18-DEC-2020
TARIL,TARIL.NS,Transformers And Rectifiers (India) Limited,EQ,INE763I01026,28-DEC-2007
TARMAT,TARMAT.NS,Tarmat Limited,BE,INE924H01018,09-JUL-2007
TARSONS,TARSONS.NS,Tarsons Products Limited,EQ,INE144Z01023,26-NOV-2021
TASTYBITE,TASTYBITE.NS,Tasty Bite Eatables Limited,EQ,INE488B01017,23-MAR-2017
TATACAP,TATACAP.NS,Tata Capital Limited,EQ,INE976I01016,13-OCT-2025
TATACHEM,TATACHEM.NS,Tata Chemicals Limited,EQ,INE092A01019,01-APR-1999
TATACOMM,TATACOMM.NS,Tata Communications Limited,EQ,INE151A01013,12-APR-1995
TATACONSUM,TATACONSUM.NS,TATA CONSUMER PRODUCTS LIMITED,EQ,INE192A01025,18-NOV-1998
TATAELXSI,TATAELXSI.NS,Tata Elxsi Limited,EQ,INE670A01012,17-SEP-2003
TATAINVEST,TATAINVEST.NS,Tata Investment Corporation Limited,EQ,INE672A01026,24-JUN-1998
TATAPOWER,TATAPOWER.NS,Tata Power Company Limited,EQ,INE245A01021,03-APR-1996
TATASTEEL,TATASTEEL.NS,Tata Steel Limited,EQ,INE081A01020,18-NOV-1998
TATATECH,TATATECH.NS,Tata Technologies Limited,EQ,INE142M01025,30-NOV-2023
TATVA,TATVA.NS,Tatva Chintan Pharma Chem Limited,EQ,INE0GK401011,29-JUL-2021
TBOTEK,TBOTEK.NS,TBO Tek Limited,EQ,INE673O01025,15-MAY-2024
TBZ,TBZ.NS,Tribhovandas Bhimji Zaveri Limited,EQ,INE760L01018,09-MAY-2012
TCC,TCC.NS,TCC Concept Limited,EQ,INE887D01016,25-FEB-2026
TCI,TCI.NS,Transport Corporation of India Limited,EQ,INE688A01022,21-JAN-2002
TCIEXP,TCIEXP.NS,TCI Express Limited,EQ,INE586V01016,15-DEC-2016
TCIFINANCE,TCIFINANCE.NS,TCI Finance Limited,EQ,INE911B01018,21-MAY-1997
TCPLPACK,TCPLPACK.NS,TCPL Packaging Limited,EQ,INE822C01015,17-OCT-2017
TCS,TCS.NS,Tata Consultancy Services Limited,EQ,INE467B01029,25-AUG-2004
TDPOWERSYS,TDPOWERSYS.NS,TD Power Systems Limited,EQ,INE419M01027,08-SEP-2011
TEAMGTY,TEAMGTY.NS,Team India Guaranty Limited,EQ,INE289C01025,11-JUN-2002
TEAMLEASE,TEAMLEASE.NS,Teamlease Services Limited,EQ,INE985S01024,12-FEB-2016
TECHM,TECHM.NS,Tech Mahindra Limited,EQ,INE669C01036,28-AUG-2006
TECHNOE,TECHNOE.NS,Techno Electric & Engineering Company Limited,EQ,INE285K01026,04-DEC-2018
TECHNVISN,TECHNVISN.NS,TechNVision Ventures Limited,EQ,INE314H01012,20-APR-2026
TECILCHEM,TECILCHEM.NS,TECIL Chemicals and Hydro Power Limited,EQ,INE014B01011,06-DEC-1995
TEGA,TEGA.NS,Tega Industries Limited,EQ,INE011K01018,13-DEC-2021
TEJASNET,TEJASNET.NS,Tejas Networks Limited,EQ,INE010J01012,27-JUN-2017
TEMBO,TEMBO.NS,Tembo Global Industries Limited,EQ,INE869Y01010,23-APR-2021
TENNIND,TENNIND.NS,Tenneco Clean Air India Limited,EQ,INE19RI01016,19-NOV-2025
TERASOFT,TERASOFT.NS,Tera Software Limited,EQ,INE482B01010,29-DEC-2016
TEXINFRA,TEXINFRA.NS,Texmaco Infrastructure & Holdings Limited,EQ,INE435C01024,09-SEP-2004
TEXMOPIPES,TEXMOPIPES.NS,Texmo Pipes and Products Limited,EQ,INE141K01013,10-MAR-2010
TEXRAIL,TEXRAIL.NS,Texmaco Rail & Engineering Limited,EQ,INE621L01012,03-MAR-2011
TFCILTD,TFCILTD.NS,Tourism Finance Corporation of India Limited,EQ,INE305A01023,26-JUL-2000
TFL,TFL.NS,Transwarranty Finance Limited,EQ,INE804H01012,26-FEB-2007
TGBHOTELS,TGBHOTELS.NS,TGB Banquets And Hotels Limited,EQ,INE797H01018,17-MAY-2007
THACKER,THACKER.NS,Thacker & Company Limited,EQ,INE077P01034,20-APR-2026
THAKDEV,THAKDEV.NS,Thakkers Developers Limited,EQ,INE403F01017,20-APR-2026
THANGAMAYL,THANGAMAYL.NS,Thangamayil Jewellery Limited,EQ,INE085J01014,19-FEB-2010
THEINVEST,THEINVEST.NS,The Investment Trust Of India Limited,EQ,INE924D01017,02-AUG-2017
THEJO,THEJO.NS,Thejo Engineering Limited,EQ,INE121N01019,10-OCT-2023
THELEELA,THELEELA.NS,Leela Palaces Hotels & Resorts Limited,EQ,INE0AQ201015,02-JUN-2025
THEMISMED,THEMISMED.NS,Themis Medicare Limited,EQ,INE083B01024,02-APR-2007
THERMAX,THERMAX.NS,Thermax Limited,EQ,INE152A01029,30-AUG-1995
THOMASCOOK,THOMASCOOK.NS,Thomas Cook  (India)  Limited,EQ,INE332A01027,07-JUN-2000
THOMASCOTT,THOMASCOTT.NS,Thomas Scott (India) Limited,EQ,INE480M01011,30-JAN-2012
THYROCARE,THYROCARE.NS,Thyrocare Technologies Limited,EQ,INE594H01019,09-MAY-2016
TI,TI.NS,Tilaknagar Industries Limited,EQ,INE133E01013,16-JUL-2010
TICL,TICL.NS,Twamev Construction and Infrastructure Limited,EQ,INE388G01026,16-OCT-2023
TIGERLOGS,TIGERLOGS.NS,Tiger Logistics (India) Limited,EQ,INE906O01029,18-SEP-2025
TIIL,TIIL.NS,Technocraft Industries (India) Limited,EQ,INE545H01011,12-FEB-2007
TIINDIA,TIINDIA.NS,Tube Investments of India Limited,EQ,INE974X01010,02-NOV-2017
TIJARIA,TIJARIA.NS,Tijaria Polypipes Limited,BE,INE440L01017,14-OCT-2011
TIL,TIL.NS,TIL Limited,EQ,INE806C01018,27-SEP-1995
TIMETECHNO,TIMETECHNO.NS,Time Technoplast Limited,EQ,INE508G01029,13-JUN-2007
TIMEX,TIMEX.NS,Timex Group India Limited,EQ,INE064A01026,20-APR-2026
TIMKEN,TIMKEN.NS,Timken India Limited,EQ,INE325A01013,06-FEB-2007
TINNARUBR,TINNARUBR.NS,Tinna Rubber and Infrastructure Limited,EQ,INE015C01016,17-APR-2025
TIPSFILMS,TIPSFILMS.NS,Tips Films Limited,EQ,INE0LQS01015,06-OCT-2022
TIPSMUSIC,TIPSMUSIC.NS,Tips Music Limited,EQ,INE716B01029,10-NOV-2000
TIRUMALCHM,TIRUMALCHM.NS,Thirumalai Chemicals Limited,EQ,INE338A01024,14-MAY-2003
TIRUPATIFL,TIRUPATIFL.NS,Tirupati Forge Limited,BE,INE319Y01024,04-AUG-2020
TITAGARH,TITAGARH.NS,TITAGARH RAIL SYSTEMS LIMITED,EQ,INE615H01020,21-APR-2008
TITAN,TITAN.NS,Titan Company Limited,EQ,INE280A01028,24-SEP-2004
TMB,TMB.NS,Tamilnad Mercantile Bank Limited,EQ,INE668A01016,15-SEP-2022
TMCV,TMCV.NS,Tata Motors Limited,EQ,INE1TAE01010,12-NOV-2025
TMPV,TMPV.NS,Tata Motors Passenger Vehicles Limited,EQ,INE155A01022,22-JUL-1998
TNPETRO,TNPETRO.NS,Tamilnadu PetroProducts Limited,EQ,INE148A01019,27-OCT-1999
TNPL,TNPL.NS,Tamil Nadu Newsprint & Papers Limited,EQ,INE107A01015,14-FEB-1996
TNTELE,TNTELE.NS,Tamilnadu Telecommunication Limited,EQ,INE141D01018,04-FEB-2003
TOKYOPLAST,TOKYOPLAST.NS,Tokyo Plast International Limited,BE,INE932C01012,11-OCT-1995
TOLINS,TOLINS.NS,Tolins Tyres Limited,EQ,INE0RWQ01014,16-SEP-2024
TORNTPHARM,TORNTPHARM.NS,Torrent Pharmaceuticals Limited,EQ,INE685A01028,25-NOV-2002
TORNTPOWER,TORNTPOWER.NS,Torrent Power Limited,EQ,INE813H01021,28-NOV-2006
TOTAL,TOTAL.NS,Total Transport Systems Limited,EQ,INE336X01012,28-AUG-2020
TOUCHWOOD,TOUCHWOOD.NS,Touchwood Entertainment Limited,EQ,INE486Y01013,21-JAN-2020
TPHQ,TPHQ.NS,Teamo Productions HQ Limited,EQ,INE065J01024,30-JAN-2009
TPLPLASTEH,TPLPLASTEH.NS,TPL Plastech Limited,EQ,INE413G01022,20-MAY-2015
TRACXN,TRACXN.NS,Tracxn Technologies Limited,EQ,INE0HMF01019,20-OCT-2022
TRANSPEK,TRANSPEK.NS,Transpek Industry Limited,EQ,INE687A01016,20-APR-2026
TRANSRAILL,TRANSRAILL.NS,Transrail Lighting Limited,EQ,INE454P01035,27-DEC-2024
TRANSWORLD,TRANSWORLD.NS,TRANSWORLD SHIPPING LINES LIMITED,EQ,INE757B01015,01-MAR-1995
TRAVELFOOD,TRAVELFOOD.NS,Travel Food Services Limited,EQ,INE103V01028,14-JUL-2025
TREEHOUSE,TREEHOUSE.NS,Tree House Education & Accessories Limited,BE,INE040M01013,26-AUG-2011
TREJHARA,TREJHARA.NS,TREJHARA SOLUTIONS LIMITED,EQ,INE00CA01015,28-DEC-2018
TREL,TREL.NS,Transindia Real Estate Limited,EQ,INE0O3901029,10-AUG-2023
TRENT,TRENT.NS,Trent Limited,EQ,INE849A01020,07-JUN-2004
TRF,TRF.NS,TRF Limited,EQ,INE391D01019,26-MAR-2010
TRIDENT,TRIDENT.NS,Trident Limited,EQ,INE064C01022,21-FEB-2001
TRIGYN,TRIGYN.NS,Trigyn Technologies Limited,EQ,INE948A01012,09-APR-1998
TRITURBINE,TRITURBINE.NS,Triveni Turbine Limited,EQ,INE152M01016,28-OCT-2011
TRIVENI,TRIVENI.NS,Triveni Engineering & Industries Limited,EQ,INE256C01024,13-DEC-2005
TRU,TRU.NS,TruCap Finance Limited,EQ,INE615R01029,20-JUN-2023
TRUALT,TRUALT.NS,TruAlt Bioenergy Limited,EQ,INE0MWH01014,03-OCT-2025
TSFINV,TSFINV.NS,TSF INVESTMENTS LIMITED,EQ,INE202Z01029,26-MAR-2018
TTKHLTCARE,TTKHLTCARE.NS,TTK Healthcare Limited,EQ,INE910C01018,02-DEC-2015
TTKPRESTIG,TTKPRESTIG.NS,TTK Prestige Limited,EQ,INE690A01028,22-DEC-1999
TTL,TTL.NS,T T Limited,BE,INE592B01024,22-FEB-2007
TTML,TTML.NS,Tata Teleservices (Maharashtra) Limited,EQ,INE517B01013,20-OCT-2000
TVSELECT,TVSELECT.NS,TVS Electronics Limited,EQ,INE236G01019,26-DEC-2003
TVSHLTD,TVSHLTD.NS,TVS Holdings Limited,EQ,INE105A01035,23-OCT-2012
TVSMOTOR,TVSMOTOR.NS,TVS Motor Company Limited,EQ,INE494B01023,02-AUG-2000
TVSSCS,TVSSCS.NS,TVS Supply Chain Solutions Limited,BE,INE395N01027,23-AUG-2023
TVSSRICHAK,TVSSRICHAK.NS,TVS Srichakra Limited,EQ,INE421C01016,13-FEB-2007
TVTODAY,TVTODAY.NS,TV Today Network Limited,EQ,INE038F01029,16-JAN-2004
TVVISION,TVVISION.NS,TV Vision Limited,EQ,INE871L01013,15-SEP-2016
UBL,UBL.NS,United Breweries Limited,EQ,INE686F01025,28-JUL-2008
UCAL,UCAL.NS,UCAL LIMITED,EQ,INE139B01016,13-SEP-1995
UCOBANK,UCOBANK.NS,UCO Bank,EQ,INE691A01018,09-OCT-2003
UDS,UDS.NS,Updater Services Limited,EQ,INE851I01011,04-OCT-2023
UEL,UEL.NS,Ujaas Energy Limited,EQ,INE899L01030,16-APR-2024
UFBL,UFBL.NS,United Foodbrands Limited,EQ,INE382M01027,07-APR-2021
UFLEX,UFLEX.NS,UFLEX Limited,EQ,INE516A01017,23-AUG-1995
UFO,UFO.NS,UFO Moviez India Limited,EQ,INE527H01019,14-MAY-2015
UGARSUGAR,UGARSUGAR.NS,The Ugar Sugar Works Limited,EQ,INE071E01023,23-AUG-2010
UGROCAP,UGROCAP.NS,Ugro Capital Limited,EQ,INE583D01011,11-AUG-2021
UJJIVANSFB,UJJIVANSFB.NS,Ujjivan Small Finance Bank Limited,EQ,INE551W01018,12-DEC-2019
ULTRACEMCO,ULTRACEMCO.NS,UltraTech Cement Limited,EQ,INE481G01011,24-AUG-2004
ULTRAMAR,ULTRAMAR.NS,Ultramarine & Pigments Limited,EQ,INE405A01021,20-APR-2026
UMAEXPORTS,UMAEXPORTS.NS,Uma Exports Limited,BE,INE0GIU01018,07-APR-2022
UMESLTD,UMESLTD.NS,Usha Martin Education & Solutions Limited,BE,INE240C01028,12-JUL-2010
UMIYA-MRO,UMIYA-MRO.NS,UMIYA BUILDCON LIMITED,EQ,INE398B01018,01-NOV-2000
UNICHEMLAB,UNICHEMLAB.NS,Unichem Laboratories Limited,EQ,INE351A01035,07-FEB-2001
UNIDT,UNIDT.NS,United Drilling Tools Limited,EQ,INE961D01019,25-SEP-2020
UNIECOM,UNIECOM.NS,Unicommerce Esolutions Limited,EQ,INE00U401027,13-AUG-2024
UNIENTER,UNIENTER.NS,Uniphos Enterprises Limited,EQ,INE037A01022,23-JAN-2004
UNIINFO,UNIINFO.NS,Uniinfo Telecom Services Limited,EQ,INE481Z01011,12-JAN-2022
UNIMECH,UNIMECH.NS,Unimech Aerospace and Manufacturing Limited,EQ,INE0U3I01011,31-DEC-2024
UNIONBANK,UNIONBANK.NS,Union Bank of India,EQ,INE692A01016,24-SEP-2002
UNIPARTS,UNIPARTS.NS,Uniparts India Limited,EQ,INE244O01017,12-DEC-2022
